GEO.id,GEO.id2,GEO.display-label,VD01,VD02,VD03,VD04,VD05,VD06,VD07,VD08,VD09,VD10,VD11,VD12,VD13,VD14,VD15,VD16,VD17,VD18,VD19,VD20,VD21,VD22,VD23,VD24,VD25,VD26,VD27,VD28,VD29,VD30,VD31,VD32,VD33,VD34,VD35,VD36,VD37,VD38,VD39,VD40,VD41,VD42,VD43,VD44,VD45,VD46,VD47,VD48,VD49,VD50,VD51,VD52,VD53,VD54,VD55,VD56,VD57,VD58,VD59,pVD02,pVD03,pVD17
1400000US11001008600,11001008600,"Census Tract 86, District of Columbia, District of Columbia",56,16,16,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,30,0,0,7,0,0,0,0,0,10,0,9,0,4,10,0,0,0,0,0,0,0,0,0,6,0,4,0,0.285714286,0.285714286,0
1400000US11001008701,11001008701,"Census Tract 87.01, District of Columbia, District of Columbia",2445,467,252,28,0,31,0,0,0,22,35,51,40,23,17,5,215,9,0,5,29,0,4,27,30,22,39,34,6,10,1978,898,63,0,53,26,10,23,62,176,176,117,74,44,74,1080,80,49,78,25,14,25,77,149,199,148,37,76,123,0.191002045,0.103067485,0.08793456
1400000US11001008702,11001008702,"Census Tract 87.02, District of Columbia, District of Columbia",1852,479,273,22,0,34,4,18,31,29,3,44,13,33,36,6,206,16,3,10,7,9,0,4,26,59,27,33,12,0,1373,656,22,3,129,13,5,6,67,66,132,130,46,14,23,717,32,28,41,16,10,36,77,84,93,92,74,84,50,0.258639309,0.147408207,0.111231102
1400000US11001008802,11001008802,"Census Tract 88.02, District of Columbia, District of Columbia",4019,1153,507,45,9,121,18,15,22,32,25,98,47,18,45,12,646,42,11,51,60,6,20,62,80,73,52,88,46,55,2866,1336,71,0,135,25,17,33,112,200,220,185,153,107,78,1530,41,41,107,57,18,21,103,138,209,284,136,158,217,0.286887285,0.126150784,0.160736502
1400000US11001008803,11001008803,"Census Tract 88.03, District of Columbia, District of Columbia",1116,495,230,48,19,26,24,0,0,10,49,32,16,6,0,0,265,45,24,16,0,0,0,38,55,7,27,11,18,24,621,292,22,0,36,24,0,21,31,44,20,61,25,8,0,329,5,0,7,11,0,29,24,54,77,56,25,22,19,0.443548387,0.20609319,0.237455197
1400000US11001008804,11001008804,"Census Tract 88.04, District of Columbia, District of Columbia",2332,670,309,68,0,29,5,0,0,68,16,14,48,28,18,15,361,69,20,31,0,8,11,60,38,54,28,8,26,8,1662,801,45,0,79,19,12,16,34,81,169,151,66,55,74,861,50,10,102,0,6,12,76,92,169,115,103,51,75,0.287307033,0.132504288,0.154802744
1400000US11001008903,11001008903,"Census Tract 89.03, District of Columbia, District of Columbia",2389,555,237,34,0,24,17,0,5,19,34,54,23,7,12,8,318,35,0,43,27,0,0,12,52,60,40,28,15,6,1834,848,69,8,32,29,23,23,45,130,182,142,65,41,59,986,36,0,64,12,14,22,71,164,158,168,95,87,95,0.232314776,0.099204688,0.133110088
1400000US11001008904,11001008904,"Census Tract 89.04, District of Columbia, District of Columbia",3153,1150,419,87,41,112,11,9,0,37,11,67,35,0,0,9,731,46,57,85,26,18,20,52,104,133,78,35,32,45,2003,923,76,20,83,24,9,18,83,141,104,103,151,43,68,1080,92,22,40,44,23,32,122,145,160,124,105,97,74,0.364732001,0.132889312,0.23184269
1400000US11001008905,11001008905,"Census Tract 89.05, District of Columbia, District of Columbia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US11001009000,11001009000,"Census Tract 90, District of Columbia, District of Columbia",2355,569,208,0,0,0,0,0,0,24,0,0,44,24,99,17,361,0,21,0,0,0,0,0,7,7,38,32,92,164,1786,738,23,0,74,29,0,30,70,93,53,102,84,102,78,1048,37,0,77,46,0,23,48,71,120,151,161,142,172,0.241613588,0.088322718,0.15329087
1400000US11001009101,11001009101,"Census Tract 91.01, District of Columbia, District of Columbia",4747,767,318,0,10,36,19,0,21,23,19,76,68,9,37,0,449,0,14,32,11,33,20,33,68,35,72,38,59,34,3980,1851,114,47,91,47,44,52,155,194,257,285,184,176,205,2129,86,14,107,72,14,44,84,200,327,348,229,216,388,0.161575732,0.066989678,0.094586054
1400000US11001009102,11001009102,"Census Tract 91.02, District of Columbia, District of Columbia",4186,1191,493,79,0,129,36,31,15,37,25,45,40,10,23,23,698,71,12,110,49,9,40,54,117,63,47,53,52,21,2995,1413,94,8,83,105,17,18,139,161,318,169,129,97,75,1582,127,13,150,55,0,30,161,177,213,195,145,143,173,0.284519828,0.117773531,0.166746297
1400000US11001009201,11001009201,"Census Tract 92.01, District of Columbia, District of Columbia",1072,259,97,0,0,20,7,0,0,0,18,16,0,9,8,19,162,0,7,0,0,0,21,25,6,57,13,22,11,0,813,317,0,0,23,29,12,20,26,65,55,32,16,11,28,496,26,15,61,16,0,11,7,52,108,69,35,44,52,0.241604478,0.090485075,0.151119403
1400000US11001009203,11001009203,"Census Tract 92.03, District of Columbia, District of Columbia",2813,692,358,39,15,47,14,0,0,30,67,35,52,36,0,23,334,34,4,45,13,8,0,42,58,16,25,40,19,30,2121,1039,97,0,44,31,16,11,88,141,225,131,122,54,79,1082,20,7,77,28,19,19,84,135,134,159,130,128,142,0.246000711,0.127266264,0.118734447
1400000US11001009204,11001009204,"Census Tract 92.04, District of Columbia, District of Columbia",2417,695,251,33,12,59,28,0,20,0,11,24,18,19,21,6,444,62,0,79,0,0,11,61,53,55,50,29,24,20,1722,858,32,0,76,63,0,23,75,120,131,154,68,74,42,864,31,17,72,11,0,22,76,117,158,102,70,96,92,0.287546545,0.103847745,0.1836988
1400000US11001009301,11001009301,"Census Tract 93.01, District of Columbia, District of Columbia",3129,452,179,0,11,0,11,0,0,53,42,36,0,6,0,20,273,10,0,24,13,0,0,65,36,20,48,24,5,28,2677,1259,65,0,72,92,11,36,98,113,179,235,181,91,86,1418,81,13,51,63,8,30,116,123,261,261,148,111,152,0.144455097,0.057206775,0.087248322
1400000US11001009302,11001009302,"Census Tract 93.02, District of Columbia, District of Columbia",1301,157,67,10,3,0,0,0,10,9,6,29,0,0,0,0,90,4,6,16,11,0,0,16,0,12,0,13,0,12,1144,523,14,0,29,31,11,5,46,96,97,115,29,31,19,621,10,4,44,16,27,16,23,69,91,94,73,89,65,0.120676403,0.051498847,0.069177556
1400000US11001009400,11001009400,"Census Tract 94, District of Columbia, District of Columbia",4152,329,115,9,0,5,0,0,0,16,0,8,17,14,0,46,214,14,0,11,6,0,9,16,20,64,7,0,6,61,3823,1797,72,40,164,49,30,37,129,222,269,268,170,194,153,2026,66,27,68,100,12,56,135,206,218,334,240,256,308,0.079238921,0.027697495,0.051541426
1400000US11001009501,11001009501,"Census Tract 95.01, District of Columbia, District of Columbia",3511,547,215,15,0,0,0,0,0,63,52,49,28,0,8,0,332,0,0,16,12,0,16,83,36,59,33,43,0,34,2964,1336,71,15,113,44,6,16,106,248,268,190,119,72,68,1628,123,33,40,70,9,10,182,230,300,238,163,131,99,0.155796069,0.061236115,0.094559954
1400000US11001009503,11001009503,"Census Tract 95.03, District of Columbia, District of Columbia",3003,211,154,0,0,0,0,12,13,12,0,37,37,18,13,12,57,0,0,0,0,0,7,6,0,8,5,0,11,20,2792,1236,69,19,83,39,21,9,99,78,252,153,121,152,141,1556,40,0,131,22,0,45,41,169,189,274,180,227,238,0.07026307,0.051282051,0.018981019
1400000US11001009504,11001009504,"Census Tract 95.04, District of Columbia, District of Columbia",3228,424,225,0,0,7,15,9,9,33,46,25,39,21,7,14,199,19,0,9,0,0,6,32,0,25,64,0,38,6,2804,1280,114,11,110,38,0,45,124,241,203,201,101,68,24,1524,98,6,90,56,7,48,111,215,260,279,123,144,87,0.131350682,0.069702602,0.061648079
1400000US11001009505,11001009505,"Census Tract 95.05, District of Columbia, District of Columbia",2354,155,40,0,0,4,0,0,8,19,0,0,0,3,6,0,115,0,0,0,0,0,5,0,0,0,21,21,26,42,2199,996,7,24,46,37,0,35,48,101,168,131,154,161,84,1203,0,17,26,17,4,21,48,119,152,203,219,196,181,0.06584537,0.016992353,0.048853016
1400000US11001009507,11001009507,"Census Tract 95.07, District of Columbia, District of Columbia",1556,208,66,0,0,0,0,15,0,15,2,18,7,9,0,0,142,15,0,37,9,0,0,0,10,20,7,19,25,0,1348,550,9,0,52,29,0,0,8,74,116,25,84,81,72,798,32,9,42,28,0,27,40,88,102,79,160,94,97,0.133676093,0.042416452,0.09125964
1400000US11001009508,11001009508,"Census Tract 95.08, District of Columbia, District of Columbia",2777,159,69,5,0,0,0,0,7,0,8,5,8,27,3,6,90,0,0,0,0,0,0,9,6,14,0,5,43,13,2618,1125,89,42,46,7,17,38,82,111,156,155,131,164,87,1493,52,19,74,32,7,5,108,155,238,226,214,233,130,0.057256032,0.024846957,0.032409075
1400000US11001009509,11001009509,"Census Tract 95.09, District of Columbia, District of Columbia",2925,166,57,19,0,7,0,0,0,0,0,7,6,2,16,0,109,4,0,5,0,24,24,15,0,6,25,6,0,0,2759,1236,36,8,106,50,27,28,86,114,169,223,116,160,113,1523,46,0,90,50,6,16,75,85,239,248,209,266,193,0.056752137,0.019487179,0.037264957
1400000US11001009601,11001009601,"Census Tract 96.01, District of Columbia, District of Columbia",2371,673,277,33,6,70,40,6,14,17,7,20,27,19,12,6,396,56,6,81,32,13,43,25,29,77,10,10,7,7,1698,724,85,7,76,38,5,39,74,80,144,77,44,16,39,974,75,5,132,42,6,14,64,97,149,119,107,62,102,0.283846478,0.116828342,0.167018136
1400000US11001009602,11001009602,"Census Tract 96.02, District of Columbia, District of Columbia",3070,1001,437,32,8,102,28,22,17,52,30,38,33,23,45,7,564,17,15,88,27,0,19,46,93,64,83,42,60,10,2069,823,126,38,130,60,7,29,72,125,96,81,43,9,7,1246,85,34,136,38,28,9,159,264,206,133,85,59,10,0.326058632,0.142345277,0.183713355
1400000US11001009603,11001009603,"Census Tract 96.03, District of Columbia, District of Columbia",3188,654,247,11,0,24,17,0,19,0,47,16,46,34,33,0,407,28,0,20,27,0,28,32,45,46,71,24,47,39,2534,1058,74,9,43,68,5,10,91,110,203,163,97,84,101,1476,43,0,142,23,0,47,110,114,223,233,173,169,199,0.205144291,0.077478043,0.127666248
1400000US11001009604,11001009604,"Census Tract 96.04, District of Columbia, District of Columbia",1994,302,149,14,0,31,0,0,4,0,18,21,26,3,8,24,153,6,0,6,0,0,0,22,6,30,15,14,38,16,1692,736,64,7,74,27,0,4,52,120,92,79,98,35,84,956,42,7,35,31,0,10,74,105,105,155,130,108,154,0.151454363,0.074724173,0.076730191
1400000US11001009700,11001009700,"Census Tract 97, District of Columbia, District of Columbia",2297,490,164,24,0,50,10,0,9,22,0,6,29,9,0,5,326,27,6,72,20,0,23,24,45,54,47,8,0,0,1807,824,68,10,90,62,31,23,95,149,112,95,60,10,19,983,88,8,65,71,24,16,64,181,143,151,102,36,34,0.213321724,0.071397475,0.141924249
1400000US11001009801,11001009801,"Census Tract 98.01, District of Columbia, District of Columbia",2080,999,416,101,12,131,33,0,11,47,31,17,21,12,0,0,583,92,22,85,22,17,8,96,91,76,44,24,6,0,1081,434,52,0,75,17,9,0,50,73,75,43,23,17,0,647,58,10,72,43,0,37,55,115,55,69,76,28,29,0.480288462,0.2,0.280288462
1400000US11001009802,11001009802,"Census Tract 98.02, District of Columbia, District of Columbia",1783,730,347,62,15,73,11,5,32,49,33,19,25,23,0,0,383,24,9,51,38,0,9,58,48,65,46,20,15,0,1053,459,16,3,107,14,8,37,47,35,43,48,8,69,24,594,31,4,90,34,12,20,7,101,99,63,36,67,30,0.409422322,0.194615816,0.214806506
1400000US11001009803,11001009803,"Census Tract 98.03, District of Columbia, District of Columbia",2242,782,300,64,32,51,0,8,6,52,28,9,34,16,0,0,482,64,0,90,13,3,19,69,66,69,46,19,24,0,1460,692,47,11,56,6,4,33,61,107,110,107,87,63,0,768,37,21,40,18,6,8,53,98,168,115,124,65,15,0.348795718,0.133809099,0.214986619
1400000US11001009804,11001009804,"Census Tract 98.04, District of Columbia, District of Columbia",2550,852,327,57,8,70,50,0,15,38,6,29,34,13,7,0,525,32,14,84,21,9,20,57,62,88,63,29,22,24,1698,834,99,19,110,44,10,14,97,121,117,94,69,17,23,864,65,27,76,26,12,19,87,167,100,145,86,54,0,0.334117647,0.128235294,0.205882353
1400000US11001009806,11001009806,"Census Tract 98.06, District of Columbia, District of Columbia",5907,2417,1120,174,56,213,74,35,44,75,121,106,122,65,28,7,1297,172,28,167,47,0,9,168,225,141,152,98,69,21,3490,1511,136,29,146,127,35,73,172,187,229,155,108,95,19,1979,160,40,253,44,40,30,163,336,377,242,171,111,12,0.409175554,0.189605553,0.219570002
1400000US11001009807,11001009807,"Census Tract 98.07, District of Columbia, District of Columbia",3109,594,239,34,12,58,9,11,11,22,16,13,12,31,0,10,355,60,13,34,9,9,5,55,39,66,37,0,18,10,2515,1085,74,21,95,47,0,20,92,204,171,154,159,30,18,1430,58,15,116,30,16,54,108,239,174,239,227,86,68,0.191058218,0.076873593,0.114184625
1400000US11001009808,11001009808,"Census Tract 98.08, District of Columbia, District of Columbia",2476,729,314,41,0,53,18,0,8,36,67,24,23,25,14,5,415,52,28,32,7,4,4,94,61,58,42,25,8,0,1747,808,87,17,82,14,14,31,67,203,124,87,37,32,13,939,76,5,110,31,34,0,86,206,132,156,50,44,9,0.294426494,0.126817447,0.167609047
1400000US11001009809,11001009809,"Census Tract 98.09, District of Columbia, District of Columbia",324,252,252,0,0,0,0,0,0,33,25,91,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,72,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.777777778,0.777777778,0
1400000US11001009901,11001009901,"Census Tract 99.01, District of Columbia, District of Columbia",2300,151,66,0,0,6,0,0,4,0,0,6,25,21,0,4,85,0,0,0,0,0,0,9,0,5,18,18,16,19,2149,954,24,0,41,45,24,13,42,134,138,116,160,136,81,1195,52,15,42,21,16,22,63,120,170,201,183,198,92,0.065652174,0.028695652,0.036956522
1400000US11001009902,11001009902,"Census Tract 99.02, District of Columbia, District of Columbia",2912,372,140,15,0,34,12,6,0,5,7,19,6,13,7,16,232,14,0,15,7,0,5,11,26,52,26,29,7,40,2540,1146,76,12,66,31,14,26,96,133,213,198,107,126,48,1394,22,24,109,62,8,32,92,118,201,211,181,219,115,0.127747253,0.048076923,0.07967033
1400000US11001009903,11001009903,"Census Tract 99.03, District of Columbia, District of Columbia",2164,922,459,40,14,123,43,0,21,43,0,22,62,41,38,12,463,37,22,86,49,8,18,31,39,60,31,7,32,43,1242,508,39,0,57,28,16,7,14,39,74,68,35,62,69,734,47,14,27,20,19,5,35,103,78,103,75,101,107,0.426062847,0.212107209,0.213955638
1400000US11001009904,11001009904,"Census Tract 99.04, District of Columbia, District of Columbia",1793,546,198,38,0,29,0,0,18,21,0,57,20,0,15,0,348,41,8,32,7,11,0,38,61,56,26,38,14,16,1247,555,36,0,54,5,0,0,59,132,104,48,70,13,34,692,43,18,112,32,0,22,58,84,130,91,34,18,50,0.304517568,0.110429448,0.19408812
1400000US11001009905,11001009905,"Census Tract 99.05, District of Columbia, District of Columbia",2667,912,406,99,60,65,15,0,17,25,42,38,0,16,11,18,506,51,10,83,26,0,9,61,113,60,29,25,18,21,1755,888,41,11,82,53,0,51,112,95,164,138,85,39,17,867,45,0,69,36,20,38,73,65,190,123,111,57,40,0.341957255,0.152230971,0.189726284
1400000US11001009906,11001009906,"Census Tract 99.06, District of Columbia, District of Columbia",1516,482,221,38,5,49,16,0,18,7,10,28,20,7,23,0,261,42,0,19,7,0,0,21,32,67,15,40,11,7,1034,450,11,8,33,37,13,10,69,45,46,73,48,6,51,584,30,0,64,11,0,16,39,76,81,103,67,44,53,0.317941953,0.145778364,0.172163588
1400000US11001009907,11001009907,"Census Tract 99.07, District of Columbia, District of Columbia",3092,1314,528,93,14,161,74,21,23,33,32,26,17,12,12,10,786,78,14,132,46,34,11,100,135,108,36,36,48,8,1778,745,60,10,62,34,12,20,67,113,68,124,81,53,41,1033,73,9,81,62,12,42,80,141,117,156,73,105,82,0.424967658,0.17076326,0.254204398
