GEO.id,GEO.id2,GEO.display-label,HC02_VC01,HC03_VC01,HC04_VC01,HC02_VC02,HC03_VC02,HC04_VC02,HC02_VC03,HC03_VC03,HC04_VC03,HC02_VC04,HC03_VC04,HC04_VC04,HC02_VC05,HC03_VC05,HC04_VC05,HC02_VC06,HC03_VC06,HC04_VC06,HC02_VC07,HC03_VC07,HC04_VC07,HC02_VC08,HC03_VC08,HC04_VC08,HC02_VC09,HC03_VC09,HC04_VC09,HC02_VC10,HC03_VC10,HC04_VC10,HC02_VC11,HC03_VC11,HC04_VC11,HC02_VC12,HC03_VC12,HC04_VC12,HC02_VC13,HC03_VC13,HC04_VC13,HC02_VC14,HC03_VC14,HC04_VC14,HC02_VC15,HC03_VC15,HC04_VC15,HC02_VC16,HC03_VC16,HC04_VC16,HC02_VC17,HC03_VC17,HC04_VC17,HC02_VC18,HC03_VC18,HC04_VC18,HC02_VC19,HC03_VC19,HC04_VC19,HC02_VC20,HC03_VC20,HC04_VC20,HC02_VC21,HC03_VC21,HC04_VC21,HC02_VC22,HC03_VC22,HC04_VC22,HC02_VC23,HC03_VC23,HC04_VC23,HC02_VC25,HC03_VC25,HC04_VC25,HC02_VC26,HC03_VC26,HC04_VC26,HC02_VC27,HC03_VC27,HC04_VC27,HC02_VC28,HC03_VC28,HC04_VC28,HC02_VC29,HC03_VC29,HC04_VC29,HC02_VC30,HC03_VC30,HC04_VC30,HC02_VC31,HC03_VC31,HC04_VC31,HC02_VC32,HC03_VC32,HC04_VC32,HC02_VC33,HC03_VC33,HC04_VC33,HC02_VC34,HC03_VC34,HC04_VC34,HC02_VC35,HC03_VC35,HC04_VC35
1400000US24033800402,24033800402,"Census Tract 8004.02, Prince George's County, Maryland",5175,125,2.4,1255,0,0.0,1255,0,0.0,1024,0,0.0,173,0,0.0,370,0,0.0,345,0,0.0,19,0,0.0,929,0,0.0,723,0,0.0,154,0,0.0,746,10,1.3,5033,117,2.3,142,8,5.6,676,90,13.3,259,18,6.9,3333,(X),(X),417,72,17.3,5421,(X),(X),163,10,6.1,111,0,0.0,33,0,0.0,78,0,0.0,73,(X),(X),185,(X),(X),185,(X),(X),22,(X),(X),9,(X),(X),198,(X),(X),281,(X),(X),281,(X),(X),72,(X),(X),59,(X),(X),331,(X),(X)
1400000US24033800403,24033800403,"Census Tract 8004.03, Prince George's County, Maryland",2715,20,0.7,661,7,1.1,661,7,1.1,610,0,0.0,28,0,0.0,201,7,3.5,194,0,0.0,0,0,(X),495,0,0.0,451,0,0.0,28,0,0.0,352,0,0.0,2685,20,0.7,30,0,0.0,263,5,1.9,74,0,0.0,(X),(X),(X),189,5,2.6,8660,(X),(X),75,0,0.0,60,0,0.0,19,0,0.0,41,0,0.0,20,(X),(X),20,(X),(X),20,(X),(X),7,(X),(X),0,(X),(X),29,(X),(X),74,(X),(X),74,(X),(X),31,(X),(X),16,(X),(X),95,(X),(X)
1400000US24033800406,24033800406,"Census Tract 8004.06, Prince George's County, Maryland",8584,292,3.4,2682,78,2.9,2682,78,2.9,2190,34,1.6,408,19,4.7,958,30,3.1,765,12,1.6,129,5,3.9,1937,60,3.1,1611,34,2.1,306,14,4.6,339,20,5.9,8023,274,3.4,561,18,3.2,944,125,13.2,440,65,14.8,6012,(X),(X),504,60,11.9,4958,(X),(X),33,9,27.3,28,9,32.1,0,0,(X),28,9,32.1,190,(X),(X),350,(X),(X),412,(X),(X),145,(X),(X),118,(X),(X),431,(X),(X),600,(X),(X),802,(X),(X),275,(X),(X),201,(X),(X),1024,(X),(X)
1400000US24033800407,24033800407,"Census Tract 8004.07, Prince George's County, Maryland",7605,370,4.9,2061,113,5.5,2045,97,4.7,1344,12,0.9,594,57,9.6,695,31,4.5,467,12,2.6,206,19,9.2,1422,66,4.6,937,0,0.0,400,38,9.5,466,20,4.3,6748,348,5.2,857,22,2.6,1228,152,12.4,547,100,18.3,6257,(X),(X),681,52,7.6,5779,(X),(X),114,11,9.6,106,11,10.4,18,0,0.0,88,11,12.5,265,(X),(X),414,(X),(X),453,(X),(X),142,(X),(X),111,(X),(X),580,(X),(X),716,(X),(X),812,(X),(X),310,(X),(X),234,(X),(X),913,(X),(X)
1400000US24033800408,24033800408,"Census Tract 8004.08, Prince George's County, Maryland",3969,135,3.4,1021,28,2.7,1006,13,1.3,882,0,0.0,81,6,7.4,318,6,1.9,295,0,0.0,23,6,26.1,762,13,1.7,650,0,0.0,69,6,8.7,337,48,14.2,3798,129,3.4,171,6,3.5,434,88,20.3,226,57,25.2,5940,(X),(X),208,31,14.9,5684,(X),(X),81,22,27.2,55,13,23.6,13,13,100.0,42,0,0.0,97,(X),(X),141,(X),(X),141,(X),(X),28,(X),(X),28,(X),(X),155,(X),(X),170,(X),(X),187,(X),(X),28,(X),(X),28,(X),(X),256,(X),(X)
1400000US24033800409,24033800409,"Census Tract 8004.09, Prince George's County, Maryland",6276,105,1.7,1875,39,2.1,1875,39,2.1,1634,0,0.0,155,0,0.0,551,10,1.8,458,0,0.0,60,0,0.0,1434,29,2.0,1271,0,0.0,110,0,0.0,325,12,3.7,5957,75,1.3,319,30,9.4,449,45,10.0,151,13,8.6,5069,(X),(X),298,32,10.7,1456,(X),(X),34,0,0.0,34,0,0.0,0,0,(X),34,0,0.0,73,(X),(X),154,(X),(X),154,(X),(X),65,(X),(X),29,(X),(X),168,(X),(X),237,(X),(X),237,(X),(X),101,(X),(X),55,(X),(X),290,(X),(X)
1400000US24033800503,24033800503,"Census Tract 8005.03, Prince George's County, Maryland",5891,199,3.4,1653,38,2.3,1646,31,1.9,1343,0,0.0,274,31,11.3,493,0,0.0,432,0,0.0,61,0,0.0,1219,31,2.5,963,0,0.0,227,31,13.7,600,7,1.2,5719,174,3.0,172,25,14.5,708,134,18.9,372,72,19.4,5461,(X),(X),336,62,18.5,7410,(X),(X),92,7,7.6,87,7,8.0,25,7,28.0,62,0,0.0,106,(X),(X),266,(X),(X),266,(X),(X),58,(X),(X),58,(X),(X),329,(X),(X),395,(X),(X),422,(X),(X),138,(X),(X),108,(X),(X),453,(X),(X)
1400000US24033800504,24033800504,"Census Tract 8005.04, Prince George's County, Maryland",4736,70,1.5,1115,3,0.3,1115,3,0.3,858,3,0.3,235,0,0.0,333,0,0.0,275,0,0.0,58,0,0.0,856,3,0.4,642,3,0.5,192,0,0.0,814,5,0.6,4617,70,1.5,119,0,0.0,630,56,8.9,261,37,14.2,6111,(X),(X),369,19,5.1,8668,(X),(X),176,5,2.8,151,0,0.0,22,0,0.0,129,0,0.0,54,(X),(X),89,(X),(X),89,(X),(X),3,(X),(X),3,(X),(X),101,(X),(X),218,(X),(X),318,(X),(X),112,(X),(X),95,(X),(X),335,(X),(X)
1400000US24033800505,24033800505,"Census Tract 8005.05, Prince George's County, Maryland",2728,47,1.7,717,6,0.8,717,6,0.8,614,0,0.0,91,6,6.6,184,0,0.0,167,0,0.0,12,0,0.0,559,6,1.1,473,0,0.0,79,6,7.6,385,12,3.1,2678,47,1.8,50,0,0.0,260,32,12.3,143,6,4.2,8667,(X),(X),117,26,22.2,5708,(X),(X),62,12,19.4,62,12,19.4,12,0,0.0,50,12,24.0,35,(X),(X),81,(X),(X),81,(X),(X),14,(X),(X),14,(X),(X),81,(X),(X),107,(X),(X),132,(X),(X),41,(X),(X),41,(X),(X),137,(X),(X)
1400000US24033800507,24033800507,"Census Tract 8005.07, Prince George's County, Maryland",2283,74,3.2,530,35,6.6,530,35,6.6,405,0,0.0,85,35,41.2,216,0,0.0,195,0,0.0,13,0,0.0,353,35,9.9,249,0,0.0,72,35,48.6,163,0,0.0,2203,74,3.4,80,0,0.0,406,23,5.7,165,0,0.0,(X),(X),(X),241,23,9.5,2478,(X),(X),12,0,0.0,12,0,0.0,12,0,0.0,0,0,(X),25,(X),(X),79,(X),(X),79,(X),(X),35,(X),(X),35,(X),(X),124,(X),(X),151,(X),(X),180,(X),(X),66,(X),(X),58,(X),(X),200,(X),(X)
1400000US24033800508,24033800508,"Census Tract 8005.08, Prince George's County, Maryland",6986,155,2.2,2073,30,1.4,2073,30,1.4,1742,0,0.0,215,30,14.0,670,0,0.0,585,0,0.0,52,0,0.0,1538,30,2.0,1292,0,0.0,163,30,18.4,173,14,8.1,6699,93,1.4,287,62,21.6,480,35,7.3,203,10,4.9,3670,(X),(X),277,25,9.0,6256,(X),(X),22,0,0.0,10,0,0.0,10,0,0.0,0,0,(X),145,(X),(X),161,(X),(X),190,(X),(X),30,(X),(X),30,(X),(X),249,(X),(X),260,(X),(X),338,(X),(X),100,(X),(X),80,(X),(X),338,(X),(X)
1400000US24033800509,24033800509,"Census Tract 8005.09, Prince George's County, Maryland",6169,140,2.3,1681,56,3.3,1681,56,3.3,1325,51,3.8,335,5,1.5,447,0,0.0,390,0,0.0,57,0,0.0,1300,56,4.3,1001,51,5.1,278,5,1.8,360,0,0.0,5988,62,1.0,181,78,43.1,399,41,10.3,161,10,6.2,4750,(X),(X),238,31,13.0,5106,(X),(X),20,0,0.0,20,0,0.0,8,0,0.0,12,0,0.0,92,(X),(X),140,(X),(X),140,(X),(X),56,(X),(X),56,(X),(X),140,(X),(X),180,(X),(X),180,(X),(X),65,(X),(X),65,(X),(X),205,(X),(X)
1400000US24033800510,24033800510,"Census Tract 8005.10, Prince George's County, Maryland",7115,115,1.6,1765,31,1.8,1765,31,1.8,1306,0,0.0,387,31,8.0,631,0,0.0,532,0,0.0,83,0,0.0,1201,31,2.6,841,0,0.0,304,31,10.2,397,5,1.3,6808,104,1.5,307,11,3.6,1425,73,5.1,554,36,6.5,4444,(X),(X),871,37,4.2,5214,(X),(X),153,5,3.3,139,5,3.6,9,0,0.0,130,5,3.8,77,(X),(X),146,(X),(X),153,(X),(X),40,(X),(X),31,(X),(X),241,(X),(X),355,(X),(X),448,(X),(X),170,(X),(X),126,(X),(X),534,(X),(X)
1400000US24033800511,24033800511,"Census Tract 8005.11, Prince George's County, Maryland",5301,82,1.5,1443,47,3.3,1443,47,3.3,1053,18,1.7,312,29,9.3,502,29,5.8,351,0,0.0,121,29,24.0,1038,27,2.6,774,18,2.3,216,9,4.2,314,0,0.0,5174,82,1.6,127,0,0.0,645,4,0.6,243,0,0.0,(X),(X),(X),402,4,1.0,7225,(X),(X),49,0,0.0,49,0,0.0,14,0,0.0,35,0,0.0,34,(X),(X),115,(X),(X),115,(X),(X),61,(X),(X),41,(X),(X),151,(X),(X),165,(X),(X),174,(X),(X),61,(X),(X),41,(X),(X),256,(X),(X)
1400000US24033800512,24033800512,"Census Tract 8005.12, Prince George's County, Maryland",5331,83,1.6,1542,12,0.8,1530,0,0.0,1285,0,0.0,221,0,0.0,608,0,0.0,592,0,0.0,7,0,0.0,1079,0,0.0,850,0,0.0,214,0,0.0,311,39,12.5,5178,83,1.6,153,0,0.0,922,83,9.0,300,0,0.0,(X),(X),(X),622,83,13.3,5002,(X),(X),186,39,21.0,186,39,21.0,16,0,0.0,170,39,22.9,41,(X),(X),127,(X),(X),204,(X),(X),58,(X),(X),58,(X),(X),206,(X),(X),253,(X),(X),261,(X),(X),80,(X),(X),73,(X),(X),261,(X),(X)
1400000US24033800601,24033800601,"Census Tract 8006.01, Prince George's County, Maryland",2289,161,7.0,677,102,15.1,677,102,15.1,379,0,0.0,278,102,36.7,129,0,0.0,103,0,0.0,26,0,0.0,562,102,18.1,290,0,0.0,252,102,40.5,157,6,3.8,2264,161,7.1,25,0,0.0,173,22,12.7,69,6,8.7,4200,(X),(X),104,16,15.4,6044,(X),(X),20,6,30.0,7,0,0.0,0,0,(X),7,0,0.0,139,(X),(X),201,(X),(X),201,(X),(X),122,(X),(X),122,(X),(X),239,(X),(X),295,(X),(X),353,(X),(X),164,(X),(X),164,(X),(X),353,(X),(X)
1400000US24033800603,24033800603,"Census Tract 8006.03, Prince George's County, Maryland",5431,130,2.4,1641,19,1.2,1641,19,1.2,1264,0,0.0,334,19,5.7,513,0,0.0,426,0,0.0,66,0,0.0,1230,19,1.5,925,0,0.0,268,19,7.1,351,53,15.1,5314,120,2.3,117,10,8.5,544,103,18.9,201,17,8.5,6194,(X),(X),343,86,25.1,3051,(X),(X),118,53,44.9,97,43,44.3,9,0,0.0,88,43,48.9,66,(X),(X),164,(X),(X),180,(X),(X),19,(X),(X),19,(X),(X),195,(X),(X),272,(X),(X),288,(X),(X),47,(X),(X),40,(X),(X),320,(X),(X)
1400000US24033800604,24033800604,"Census Tract 8006.04, Prince George's County, Maryland",1716,32,1.9,485,0,0.0,485,0,0.0,238,0,0.0,226,0,0.0,132,0,0.0,99,0,0.0,33,0,0.0,361,0,0.0,147,0,0.0,193,0,0.0,111,8,7.2,1691,32,1.9,25,0,0.0,211,32,15.2,105,0,0.0,(X),(X),(X),106,32,30.2,2709,(X),(X),16,8,50.0,8,0,0.0,0,0,(X),8,0,0.0,0,(X),(X),49,(X),(X),60,(X),(X),9,(X),(X),9,(X),(X),101,(X),(X),231,(X),(X),231,(X),(X),105,(X),(X),105,(X),(X),231,(X),(X)
1400000US24033800605,24033800605,"Census Tract 8006.05, Prince George's County, Maryland",3245,53,1.6,936,6,0.6,936,6,0.6,728,6,0.8,189,0,0.0,336,6,1.8,275,6,2.2,60,0,0.0,652,0,0.0,496,0,0.0,138,0,0.0,210,3,1.4,3208,51,1.6,37,2,5.4,447,12,2.7,170,0,0.0,(X),(X),(X),277,12,4.3,5125,(X),(X),62,3,4.8,32,3,9.4,12,0,0.0,20,3,15.0,12,(X),(X),85,(X),(X),85,(X),(X),30,(X),(X),10,(X),(X),105,(X),(X),108,(X),(X),110,(X),(X),36,(X),(X),16,(X),(X),115,(X),(X)
1400000US24033800606,24033800606,"Census Tract 8006.06, Prince George's County, Maryland",3870,168,4.3,800,64,8.0,800,64,8.0,462,0,0.0,240,0,0.0,359,20,5.6,238,0,0.0,86,0,0.0,488,44,9.0,243,0,0.0,182,0,0.0,83,0,0.0,3834,157,4.1,36,11,30.6,1261,76,6.0,589,23,3.9,665,(X),(X),672,53,7.9,4909,(X),(X),40,0,0.0,40,0,0.0,16,0,0.0,24,0,0.0,20,(X),(X),168,(X),(X),168,(X),(X),64,(X),(X),44,(X),(X),177,(X),(X),234,(X),(X),264,(X),(X),90,(X),(X),61,(X),(X),302,(X),(X)
1400000US24033800701,24033800701,"Census Tract 8007.01, Prince George's County, Maryland",4624,167,3.6,1235,17,1.4,1229,11,0.9,930,0,0.0,247,11,4.5,327,0,0.0,278,0,0.0,49,0,0.0,957,11,1.1,691,0,0.0,214,11,5.1,303,31,10.2,4545,155,3.4,79,12,15.2,495,126,25.5,262,64,24.4,4458,(X),(X),233,62,26.6,5913,(X),(X),71,27,38.0,50,23,46.0,7,0,0.0,43,23,53.5,81,(X),(X),179,(X),(X),179,(X),(X),23,(X),(X),23,(X),(X),179,(X),(X),227,(X),(X),233,(X),(X),27,(X),(X),27,(X),(X),290,(X),(X)
1400000US24033800702,24033800702,"Census Tract 8007.02, Prince George's County, Maryland",3711,139,3.7,953,61,6.4,947,55,5.8,827,41,5.0,49,9,18.4,262,22,8.4,233,17,7.3,13,0,0.0,723,33,4.6,632,24,3.8,36,9,25.0,313,0,0.0,3678,139,3.8,33,0,0.0,381,19,5.0,209,6,2.9,6783,(X),(X),172,13,7.6,8669,(X),(X),68,0,0.0,42,0,0.0,27,0,0.0,15,0,0.0,55,(X),(X),204,(X),(X),220,(X),(X),74,(X),(X),52,(X),(X),235,(X),(X),329,(X),(X),353,(X),(X),109,(X),(X),52,(X),(X),357,(X),(X)
1400000US24033800703,24033800703,"Census Tract 8007.03, Prince George's County, Maryland",7833,184,2.3,2217,59,2.7,2208,50,2.3,1688,50,3.0,377,0,0.0,734,22,3.0,542,22,4.1,102,0,0.0,1616,28,1.7,1259,28,2.2,290,0,0.0,451,13,2.9,7718,184,2.4,115,0,0.0,1056,86,8.1,542,28,5.2,8200,(X),(X),514,58,11.3,6643,(X),(X),80,13,16.3,61,13,21.3,9,0,0.0,52,13,25.0,103,(X),(X),218,(X),(X),218,(X),(X),69,(X),(X),47,(X),(X),243,(X),(X),446,(X),(X),478,(X),(X),176,(X),(X),132,(X),(X),624,(X),(X)
1400000US24033800800,24033800800,"Census Tract 8008, Prince George's County, Maryland",3289,127,3.9,782,49,6.3,740,7,0.9,612,0,0.0,93,7,7.5,208,7,3.4,185,0,0.0,22,7,31.8,570,7,1.2,455,0,0.0,81,7,8.6,409,15,3.7,3258,123,3.8,31,4,12.9,356,92,25.8,214,80,37.4,7866,(X),(X),142,12,8.5,1533,(X),(X),112,15,13.4,106,15,14.2,31,7,22.6,75,8,10.7,95,(X),(X),175,(X),(X),196,(X),(X),66,(X),(X),65,(X),(X),219,(X),(X),302,(X),(X),302,(X),(X),95,(X),(X),80,(X),(X),315,(X),(X)
1400000US24033800900,24033800900,"Census Tract 8009, Prince George's County, Maryland",1648,158,9.6,400,41,10.3,400,41,10.3,324,26,8.0,39,9,23.1,116,6,5.2,110,6,5.5,6,0,0.0,307,35,11.4,233,20,8.6,37,9,24.3,186,38,20.4,1628,158,9.7,20,0,0.0,161,56,34.8,68,14,20.6,2243,(X),(X),93,42,45.2,3707,(X),(X),45,32,71.1,23,10,43.5,10,6,60.0,13,4,30.8,64,(X),(X),165,(X),(X),165,(X),(X),43,(X),(X),35,(X),(X),226,(X),(X),285,(X),(X),290,(X),(X),75,(X),(X),56,(X),(X),314,(X),(X)
1400000US24033801001,24033801001,"Census Tract 8010.01, Prince George's County, Maryland",4769,232,4.9,1139,42,3.7,1133,36,3.2,901,0,0.0,156,12,7.7,327,24,7.3,265,0,0.0,30,0,0.0,861,12,1.4,674,0,0.0,135,12,8.9,589,58,9.8,4685,232,5.0,84,0,0.0,610,95,15.6,248,41,16.5,6012,(X),(X),362,54,14.9,4748,(X),(X),204,46,22.5,181,40,22.1,54,6,11.1,127,34,26.8,104,(X),(X),271,(X),(X),278,(X),(X),49,(X),(X),25,(X),(X),353,(X),(X),557,(X),(X),596,(X),(X),126,(X),(X),80,(X),(X),653,(X),(X)
1400000US24033801002,24033801002,"Census Tract 8010.02, Prince George's County, Maryland",6718,108,1.6,1968,32,1.6,1947,11,0.6,1574,0,0.0,320,11,3.4,571,0,0.0,469,0,0.0,80,0,0.0,1483,11,0.7,1192,0,0.0,260,11,4.2,345,0,0.0,6543,108,1.7,175,0,0.0,474,68,14.3,244,18,7.4,7278,(X),(X),230,50,21.7,7348,(X),(X),11,0,0.0,11,0,0.0,11,0,0.0,0,0,(X),59,(X),(X),184,(X),(X),184,(X),(X),68,(X),(X),68,(X),(X),251,(X),(X),264,(X),(X),300,(X),(X),100,(X),(X),76,(X),(X),300,(X),(X)
1400000US24033801104,24033801104,"Census Tract 8011.04, Prince George's County, Maryland",6551,157,2.4,2803,78,2.8,2803,78,2.8,2472,38,1.5,157,40,25.5,1380,39,2.8,1265,21,1.7,71,18,25.4,1641,39,2.4,1393,17,1.2,102,22,21.6,7,0,0.0,6367,140,2.2,184,17,9.2,77,0,0.0,19,0,0.0,(X),(X),(X),58,0,0.0,(X),(X),(X),0,0,(X),0,0,(X),0,0,(X),0,0,(X),104,(X),(X),451,(X),(X),545,(X),(X),271,(X),(X),137,(X),(X),1039,(X),(X),1489,(X),(X),1582,(X),(X),788,(X),(X),394,(X),(X),1976,(X),(X)
1400000US24033801202,24033801202,"Census Tract 8012.02, Prince George's County, Maryland",6432,199,3.1,1602,40,2.5,1602,40,2.5,1223,8,0.7,270,32,11.9,469,16,3.4,319,0,0.0,95,16,16.8,1226,31,2.5,984,8,0.8,188,23,12.2,600,71,11.8,6291,199,3.2,141,0,0.0,696,80,11.5,293,20,6.8,5125,(X),(X),403,60,14.9,5368,(X),(X),154,39,25.3,104,8,7.7,21,0,0.0,83,8,9.6,43,(X),(X),238,(X),(X),238,(X),(X),40,(X),(X),31,(X),(X),283,(X),(X),342,(X),(X),380,(X),(X),57,(X),(X),39,(X),(X),380,(X),(X)
1400000US24033801203,24033801203,"Census Tract 8012.03, Prince George's County, Maryland",6755,208,3.1,1831,68,3.7,1831,68,3.7,1070,24,2.2,578,44,7.6,395,8,2.0,244,0,0.0,121,8,6.6,1489,68,4.6,851,24,2.8,485,44,9.1,549,14,2.6,6550,208,3.2,205,0,0.0,582,75,12.9,234,34,14.5,2662,(X),(X),348,41,11.8,7485,(X),(X),73,14,19.2,73,14,19.2,14,14,100.0,59,0,0.0,119,(X),(X),256,(X),(X),256,(X),(X),85,(X),(X),85,(X),(X),269,(X),(X),388,(X),(X),476,(X),(X),186,(X),(X),179,(X),(X),553,(X),(X)
1400000US24033801204,24033801204,"Census Tract 8012.04, Prince George's County, Maryland",6924,122,1.8,1804,18,1.0,1792,6,0.3,1410,6,0.4,322,0,0.0,514,0,0.0,420,0,0.0,67,0,0.0,1432,6,0.4,1110,6,0.5,279,0,0.0,670,27,4.0,6785,114,1.7,139,8,5.8,605,49,8.1,292,30,10.3,7770,(X),(X),313,19,6.1,8416,(X),(X),136,7,5.1,112,7,6.3,32,0,0.0,80,7,8.8,65,(X),(X),286,(X),(X),352,(X),(X),135,(X),(X),101,(X),(X),359,(X),(X),387,(X),(X),440,(X),(X),155,(X),(X),121,(X),(X),541,(X),(X)
1400000US24033801205,24033801205,"Census Tract 8012.05, Prince George's County, Maryland",5695,357,6.3,1400,63,4.5,1400,63,4.5,1094,32,2.9,223,31,13.9,374,16,4.3,324,5,1.5,34,11,32.4,1068,52,4.9,804,32,4.0,189,20,10.6,683,125,18.3,5615,357,6.4,80,0,0.0,903,216,23.9,328,30,9.1,5247,(X),(X),575,186,32.3,3908,(X),(X),282,105,37.2,267,105,39.3,21,0,0.0,246,105,42.7,180,(X),(X),511,(X),(X),518,(X),(X),105,(X),(X),78,(X),(X),652,(X),(X),824,(X),(X),863,(X),(X),210,(X),(X),170,(X),(X),942,(X),(X)
1400000US24033801206,24033801206,"Census Tract 8012.06, Prince George's County, Maryland",7372,76,1.0,2212,14,0.6,2212,14,0.6,1616,0,0.0,527,8,1.5,670,0,0.0,598,0,0.0,64,0,0.0,1655,14,0.8,1113,0,0.0,481,8,1.7,327,0,0.0,7264,76,1.0,108,0,0.0,596,28,4.7,294,0,0.0,(X),(X),(X),302,28,9.3,5236,(X),(X),85,0,0.0,50,0,0.0,22,0,0.0,28,0,0.0,50,(X),(X),266,(X),(X),298,(X),(X),126,(X),(X),118,(X),(X),362,(X),(X),411,(X),(X),443,(X),(X),198,(X),(X),190,(X),(X),545,(X),(X)
1400000US24033801207,24033801207,"Census Tract 8012.07, Prince George's County, Maryland",4153,220,5.3,1225,74,6.0,1225,74,6.0,912,0,0.0,235,74,31.5,350,22,6.3,268,0,0.0,69,22,31.9,928,52,5.6,688,0,0.0,175,52,29.7,155,4,2.6,4129,220,5.3,24,0,0.0,351,47,13.4,174,12,6.9,6842,(X),(X),177,35,19.8,5486,(X),(X),22,4,18.2,18,0,0.0,18,0,0.0,0,0,(X),112,(X),(X),234,(X),(X),234,(X),(X),74,(X),(X),52,(X),(X),344,(X),(X),380,(X),(X),467,(X),(X),165,(X),(X),123,(X),(X),515,(X),(X)
1400000US24033801301,24033801301,"Census Tract 8013.01, Prince George's County, Maryland",8190,345,4.2,2228,122,5.5,2210,104,4.7,1771,14,0.8,344,90,26.2,580,12,2.1,474,0,0.0,77,12,15.6,1700,92,5.4,1356,14,1.0,278,78,28.1,519,29,5.6,7990,315,3.9,200,30,15.0,735,136,18.5,337,35,10.4,6840,(X),(X),398,101,25.4,4571,(X),(X),89,16,18.0,77,16,20.8,11,0,0.0,66,16,24.2,142,(X),(X),507,(X),(X),553,(X),(X),205,(X),(X),179,(X),(X),564,(X),(X),623,(X),(X),726,(X),(X),245,(X),(X),212,(X),(X),771,(X),(X)
1400000US24033801302,24033801302,"Census Tract 8013.02, Prince George's County, Maryland",2536,122,4.8,607,49,8.1,599,41,6.8,498,41,8.2,82,0,0.0,153,0,0.0,123,0,0.0,30,0,0.0,483,41,8.5,403,41,10.2,61,0,0.0,316,0,0.0,2495,112,4.5,41,10,24.4,368,38,10.3,159,13,8.2,4885,(X),(X),209,25,12.0,4164,(X),(X),63,0,0.0,55,0,0.0,7,0,0.0,48,0,0.0,15,(X),(X),145,(X),(X),145,(X),(X),49,(X),(X),49,(X),(X),165,(X),(X),213,(X),(X),268,(X),(X),91,(X),(X),83,(X),(X),268,(X),(X)
1400000US24033801305,24033801305,"Census Tract 8013.05, Prince George's County, Maryland",4844,7,0.1,1156,0,0.0,1156,0,0.0,939,0,0.0,184,0,0.0,325,0,0.0,267,0,0.0,47,0,0.0,929,0,0.0,744,0,0.0,152,0,0.0,375,0,0.0,4682,7,0.1,162,0,0.0,309,7,2.3,112,0,0.0,(X),(X),(X),197,7,3.6,8671,(X),(X),60,0,0.0,51,0,0.0,7,0,0.0,44,0,0.0,7,(X),(X),20,(X),(X),20,(X),(X),0,(X),(X),0,(X),(X),149,(X),(X),188,(X),(X),234,(X),(X),71,(X),(X),71,(X),(X),269,(X),(X)
1400000US24033801306,24033801306,"Census Tract 8013.06, Prince George's County, Maryland",6135,113,1.8,1670,36,2.2,1670,36,2.2,1324,36,2.7,222,0,0.0,492,0,0.0,470,0,0.0,16,0,0.0,1279,36,2.8,955,36,3.8,206,0,0.0,536,15,2.8,6079,113,1.9,56,0,0.0,537,34,6.3,250,17,6.8,4959,(X),(X),287,17,5.9,3924,(X),(X),101,11,10.9,83,11,13.3,26,0,0.0,57,11,19.3,14,(X),(X),194,(X),(X),194,(X),(X),85,(X),(X),65,(X),(X),271,(X),(X),342,(X),(X),342,(X),(X),140,(X),(X),120,(X),(X),349,(X),(X)
1400000US24033801307,24033801307,"Census Tract 8013.07, Prince George's County, Maryland",3501,155,4.4,731,45,6.2,731,45,6.2,576,29,5.0,127,16,12.6,207,8,3.9,177,0,0.0,20,8,40.0,582,37,6.4,435,29,6.7,119,8,6.7,359,55,15.3,3346,135,4.0,155,20,12.9,248,40,16.1,114,18,15.8,6000,(X),(X),134,22,16.4,5891,(X),(X),65,22,33.8,65,22,33.8,19,0,0.0,46,22,47.8,23,(X),(X),174,(X),(X),174,(X),(X),45,(X),(X),37,(X),(X),183,(X),(X),220,(X),(X),220,(X),(X),45,(X),(X),37,(X),(X),280,(X),(X)
1400000US24033801308,24033801308,"Census Tract 8013.08, Prince George's County, Maryland",3796,42,1.1,1034,26,2.5,1029,21,2.0,773,0,0.0,207,21,10.1,206,15,7.3,154,0,0.0,52,15,28.8,848,6,0.7,644,0,0.0,155,6,3.9,269,0,0.0,3619,42,1.2,177,0,0.0,197,5,2.5,98,0,0.0,(X),(X),(X),99,5,5.1,6320,(X),(X),0,0,(X),0,0,(X),0,0,(X),0,0,(X),18,(X),(X),42,(X),(X),42,(X),(X),26,(X),(X),11,(X),(X),42,(X),(X),83,(X),(X),83,(X),(X),54,(X),(X),33,(X),(X),103,(X),(X)
1400000US24033801309,24033801309,"Census Tract 8013.09, Prince George's County, Maryland",3122,20,0.6,656,0,0.0,656,0,0.0,545,0,0.0,100,0,0.0,142,0,0.0,124,0,0.0,18,0,0.0,527,0,0.0,434,0,0.0,82,0,0.0,369,0,0.0,3037,20,0.7,85,0,0.0,418,0,0.0,216,0,0.0,(X),(X),(X),202,0,0.0,(X),(X),(X),80,0,0.0,45,0,0.0,28,0,0.0,17,0,0.0,20,(X),(X),20,(X),(X),20,(X),(X),0,(X),(X),0,(X),(X),20,(X),(X),20,(X),(X),20,(X),(X),0,(X),(X),0,(X),(X),27,(X),(X)
