GEO.id,GEO.id2,GEO.display-label,HC01_VC01,HC02_VC01,HC01_VC03,HC02_VC03,HC01_VC04,HC02_VC04,HC01_VC05,HC02_VC05,HC01_VC06,HC02_VC06,HC01_VC07,HC02_VC07,HC01_VC08,HC02_VC08,HC01_VC09,HC02_VC09,HC01_VC10,HC02_VC10,HC01_VC11,HC02_VC11,HC01_VC12,HC02_VC12,HC01_VC13,HC02_VC13,HC01_VC14,HC02_VC14,HC01_VC15,HC02_VC15,HC01_VC16,HC02_VC16,HC01_VC17,HC02_VC17,HC01_VC18,HC02_VC18,HC01_VC19,HC02_VC19,HC01_VC20,HC02_VC20,HC01_VC21,HC02_VC21,HC01_VC22,HC02_VC22,HC01_VC23,HC02_VC23,HC01_VC24,HC02_VC24,HC01_VC25,HC02_VC25,HC01_VC26,HC02_VC26,HC01_VC28,HC02_VC28,HC01_VC29,HC02_VC29,HC01_VC30,HC02_VC30,HC01_VC31,HC02_VC31,HC01_VC32,HC02_VC32,HC01_VC33,HC02_VC33,HC01_VC34,HC02_VC34,HC01_VC35,HC02_VC35,HC01_VC36,HC02_VC36,HC01_VC37,HC02_VC37,HC01_VC38,HC02_VC38,HC01_VC39,HC02_VC39,HC01_VC40,HC02_VC40,HC01_VC41,HC02_VC41,HC01_VC42,HC02_VC42,HC01_VC43,HC02_VC43,HC01_VC44,HC02_VC44,HC01_VC45,HC02_VC45,HC01_VC46,HC02_VC46,HC01_VC48,HC02_VC48,HC01_VC49,HC02_VC49,HC01_VC50,HC02_VC50,HC01_VC51,HC02_VC51,HC01_VC52,HC02_VC52,HC01_VC53,HC02_VC53,HC01_VC55,HC02_VC55,HC01_VC56,HC02_VC56,HC01_VC57,HC02_VC57,HC01_VC58,HC02_VC58,HC01_VC59,HC02_VC59,HC01_VC60,HC02_VC60,HC01_VC61,HC02_VC61,HC01_VC62,HC02_VC62,HC01_VC64,HC02_VC64,HC01_VC65,HC02_VC65,HC01_VC66,HC02_VC66,HC01_VC67,HC02_VC67,HC01_VC68,HC02_VC68,HC01_VC69,HC02_VC69,HC01_VC70,HC02_VC70,HC01_VC71,HC02_VC71,HC01_VC72,HC02_VC72,HC01_VC73,HC02_VC73,HC01_VC74,HC02_VC74,HC01_VC75,HC02_VC75,HC01_VC76,HC02_VC76,HC01_VC78,HC02_VC78,HC01_VC79,HC02_VC79,HC01_VC80,HC02_VC80,HC01_VC81,HC02_VC81,HC01_VC82,HC02_VC82,HC01_VC83,HC02_VC83,HC01_VC84,HC02_VC84,HC01_VC85,HC02_VC85,HC01_VC86,HC02_VC86,HC01_VC87,HC02_VC87,HC01_VC88,HC02_VC88,HC01_VC89,HC02_VC89,HC01_VC90,HC02_VC90,HC01_VC91,HC02_VC91,HC01_VC93,HC02_VC93,HC01_VC94,HC02_VC94,HC01_VC95,HC02_VC95,HC01_VC96,HC02_VC96,HC01_VC97,HC02_VC97,HC01_VC98,HC02_VC98,HC01_VC100,HC02_VC100,HC01_VC101,HC02_VC101,HC01_VC102,HC02_VC102,HC01_VC103,HC02_VC103,HC01_VC104,HC02_VC104
1400000US51059431900,51059431900,"Census Tract 4319, Fairfax County, Virginia",3433,100.0,1743,50.8,1690,49.2,187,5.4,219,6.4,293,8.5,303,8.8,146,4.3,252,7.3,524,15.3,879,25.6,289,8.4,157,4.6,130,3.8,42,1.2,12,0.3,42.0,(X),2507,73.0,1244,36.2,1263,36.8,2394,69.7,263,7.7,184,5.4,99,2.9,85,2.5,3328,96.9,2562,74.6,111,3.2,3,0.1,601,17.5,50,1.5,129,3.8,45,1.3,6,0.2,255,7.4,88,2.6,28,0.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,51,1.5,105,3.1,2656,77.4,124,3.6,11,0.3,663,19.3,1,0.0,83,2.4,3433,100.0,170,5.0,13,0.4,22,0.6,7,0.2,128,3.7,3263,95.0,2467,71.9,3433,100.0,3433,100.0,1095,31.9,937,27.3,1164,33.9,875,25.5,168,4.9,41,1.2,69,2.0,12,0.3,0,0.0,0,0.0,0,0.0,1095,100.0,1017,92.9,503,45.9,937,85.6,466,42.6,57,5.2,25,2.3,78,7.1,58,5.3,18,1.6,528,48.2,134,12.2,3.14,(X),3.23,(X),1103,100.0,1095,99.3,8,0.7,2,0.2,0.1,(X),1.5,(X),1095,100.0,1028,93.9,67,6.1,3.10,(X),3.66,(X)
1400000US51059432000,51059432000,"Census Tract 4320, Fairfax County, Virginia",3367,100.0,1606,47.7,1761,52.3,265,7.9,274,8.1,265,7.9,298,8.9,196,5.8,461,13.7,573,17.0,602,17.9,227,6.7,98,2.9,70,2.1,32,1.0,6,0.2,33.6,(X),2353,69.9,1127,33.5,1226,36.4,2232,66.3,161,4.8,108,3.2,55,1.6,53,1.6,3169,94.1,2428,72.1,199,5.9,17,0.5,393,11.7,108,3.2,52,1.5,39,1.2,1,0.0,143,4.2,21,0.6,29,0.9,1,0.0,1,0.0,0,0.0,0,0.0,0,0.0,131,3.9,198,5.9,2603,77.3,236,7.0,39,1.2,496,14.7,3,0.1,196,5.8,3367,100.0,307,9.1,29,0.9,22,0.7,10,0.3,246,7.3,3060,90.9,2293,68.1,3367,100.0,3367,100.0,1099,32.6,730,21.7,1213,36.0,956,28.4,169,5.0,50,1.5,156,4.6,34,1.0,0,0.0,0,0.0,0,0.0,1099,100.0,906,82.4,500,45.5,730,66.4,395,35.9,144,13.1,92,8.4,193,17.6,128,11.6,15,1.4,525,47.8,89,8.1,3.06,(X),3.33,(X),1105,100.0,1099,99.5,6,0.5,1,0.1,0.2,(X),1.1,(X),1099,100.0,821,74.7,278,25.3,3.00,(X),3.26,(X)
1400000US51059432100,51059432100,"Census Tract 4321, Fairfax County, Virginia",3505,100.0,1649,47.0,1856,53.0,188,5.4,219,6.2,258,7.4,276,7.9,154,4.4,437,12.5,652,18.6,711,20.3,250,7.1,128,3.7,113,3.2,90,2.6,29,0.8,39.2,(X),2637,75.2,1200,34.2,1437,41.0,2532,72.2,299,8.5,232,6.6,74,2.1,158,4.5,3412,97.3,2868,81.8,162,4.6,5,0.1,304,8.7,83,2.4,24,0.7,34,1.0,4,0.1,113,3.2,22,0.6,24,0.7,4,0.1,0,0.0,1,0.0,3,0.1,0,0.0,69,2.0,93,2.7,2947,84.1,175,5.0,9,0.3,364,10.4,15,0.4,102,2.9,3505,100.0,219,6.2,23,0.7,26,0.7,2,0.1,168,4.8,3286,93.8,2729,77.9,3505,100.0,3505,100.0,1424,40.6,784,22.4,1059,30.2,839,23.9,107,3.1,21,0.6,131,3.7,39,1.1,0,0.0,0,0.0,0,0.0,1424,100.0,942,66.2,495,34.8,784,55.1,396,27.8,124,8.7,82,5.8,482,33.8,402,28.2,94,6.6,513,36.0,191,13.4,2.46,(X),3.07,(X),1446,100.0,1424,98.5,22,1.5,5,0.3,0.4,(X),1.0,(X),1424,100.0,1131,79.4,293,20.6,2.46,(X),2.47,(X)
1400000US51059432200,51059432200,"Census Tract 4322, Fairfax County, Virginia",7061,100.0,3342,47.3,3719,52.7,429,6.1,528,7.5,522,7.4,499,7.1,435,6.2,1033,14.6,1321,18.7,1163,16.5,355,5.0,165,2.3,186,2.6,185,2.6,240,3.4,35.6,(X),5261,74.5,2390,33.8,2871,40.7,5015,71.0,701,9.9,611,8.7,168,2.4,443,6.3,6832,96.8,5258,74.5,333,4.7,17,0.2,1057,15.0,116,1.6,129,1.8,108,1.5,13,0.2,445,6.3,150,2.1,96,1.4,3,0.0,0,0.0,2,0.0,0,0.0,1,0.0,164,2.3,229,3.2,5462,77.4,360,5.1,42,0.6,1175,16.6,17,0.2,251,3.6,7061,100.0,532,7.5,47,0.7,40,0.6,24,0.3,421,6.0,6529,92.5,4934,69.9,7061,100.0,6829,96.7,2541,36.0,1432,20.3,2178,30.8,1726,24.4,305,4.3,59,0.8,373,5.3,91,1.3,232,3.3,232,3.3,0,0.0,2541,100.0,1790,70.4,971,38.2,1432,56.4,764,30.1,278,10.9,170,6.7,751,29.6,553,21.8,154,6.1,1010,39.7,324,12.8,2.69,(X),3.19,(X),2563,100.0,2541,99.1,22,0.9,0,0.0,0.3,(X),1.1,(X),2541,100.0,1723,67.8,818,32.2,2.83,(X),2.38,(X)
1400000US51059432300,51059432300,"Census Tract 4323, Fairfax County, Virginia",4949,100.0,2453,49.6,2496,50.4,253,5.1,382,7.7,431,8.7,432,8.7,203,4.1,454,9.2,859,17.4,1078,21.8,373,7.5,159,3.2,195,3.9,112,2.3,18,0.4,39.4,(X),3577,72.3,1700,34.4,1877,37.9,3416,69.0,397,8.0,325,6.6,115,2.3,210,4.2,4818,97.4,3772,76.2,224,4.5,8,0.2,734,14.8,164,3.3,74,1.5,70,1.4,14,0.3,311,6.3,61,1.2,40,0.8,1,0.0,0,0.0,0,0.0,0,0.0,1,0.0,79,1.6,131,2.6,3887,78.5,241,4.9,20,0.4,796,16.1,1,0.0,137,2.8,4949,100.0,257,5.2,23,0.5,15,0.3,10,0.2,209,4.2,4692,94.8,3614,73.0,4949,100.0,4949,100.0,1643,33.2,1255,25.4,1711,34.6,1321,26.7,241,4.9,44,0.9,99,2.0,23,0.5,0,0.0,0,0.0,0,0.0,1643,100.0,1399,85.1,736,44.8,1255,76.4,667,40.6,114,6.9,59,3.6,244,14.9,202,12.3,103,6.3,761,46.3,255,15.5,3.01,(X),3.29,(X),1652,100.0,1643,99.5,9,0.5,0,0.0,0.2,(X),0.8,(X),1643,100.0,1380,84.0,263,16.0,3.10,(X),2.55,(X)
1400000US51059432400,51059432400,"Census Tract 4324, Fairfax County, Virginia",8942,100.0,4441,49.7,4501,50.3,435,4.9,627,7.0,924,10.3,877,9.8,364,4.1,580,6.5,1466,16.4,2193,24.5,733,8.2,330,3.7,277,3.1,107,1.2,29,0.3,40.5,(X),6308,70.5,3078,34.4,3230,36.1,5995,67.0,579,6.5,413,4.6,196,2.2,217,2.4,8729,97.6,7189,80.4,368,4.1,13,0.1,1042,11.7,192,2.1,109,1.2,130,1.5,17,0.2,385,4.3,118,1.3,91,1.0,8,0.1,7,0.1,1,0.0,0,0.0,0,0.0,109,1.2,213,2.4,7378,82.5,425,4.8,33,0.4,1131,12.6,13,0.1,192,2.1,8942,100.0,391,4.4,64,0.7,49,0.5,18,0.2,260,2.9,8551,95.6,6909,77.3,8942,100.0,8942,100.0,2823,31.6,2364,26.4,3280,36.7,2551,28.5,331,3.7,70,0.8,144,1.6,39,0.4,0,0.0,0,0.0,0,0.0,2823,100.0,2570,91.0,1370,48.5,2364,83.7,1272,45.1,161,5.7,78,2.8,253,9.0,206,7.3,46,1.6,1417,50.2,316,11.2,3.17,(X),3.32,(X),2839,100.0,2823,99.4,16,0.6,3,0.1,0.1,(X),0.7,(X),2823,100.0,2555,90.5,268,9.5,3.13,(X),3.51,(X)
1400000US51059432500,51059432500,"Census Tract 4325, Fairfax County, Virginia",5870,100.0,2878,49.0,2992,51.0,310,5.3,458,7.8,544,9.3,575,9.8,234,4.0,455,7.8,1073,18.3,1352,23.0,454,7.7,207,3.5,143,2.4,54,0.9,11,0.2,39.1,(X),4149,70.7,1995,34.0,2154,36.7,3925,66.9,306,5.2,208,3.5,98,1.7,110,1.9,5696,97.0,4608,78.5,303,5.2,12,0.2,705,12.0,109,1.9,77,1.3,105,1.8,13,0.2,267,4.5,90,1.5,44,0.7,4,0.1,1,0.0,2,0.0,0,0.0,1,0.0,64,1.1,174,3.0,4761,81.1,340,5.8,36,0.6,797,13.6,12,0.2,105,1.8,5870,100.0,304,5.2,58,1.0,47,0.8,7,0.1,192,3.3,5566,94.8,4396,74.9,5870,100.0,5870,100.0,1874,31.9,1510,25.7,2145,36.5,1672,28.5,185,3.2,39,0.7,156,2.7,40,0.7,0,0.0,0,0.0,0,0.0,1874,100.0,1658,88.5,918,49.0,1510,80.6,837,44.7,112,6.0,61,3.3,216,11.5,145,7.7,14,0.7,949,50.6,162,8.6,3.13,(X),3.32,(X),1884,100.0,1874,99.5,10,0.5,2,0.1,0.2,(X),0.0,(X),1874,100.0,1691,90.2,183,9.8,3.07,(X),3.68,(X)
1400000US51059432600,51059432600,"Census Tract 4326, Fairfax County, Virginia",4721,100.0,2348,49.7,2373,50.3,314,6.7,418,8.9,446,9.4,355,7.5,180,3.8,480,10.2,941,19.9,1057,22.4,269,5.7,144,3.1,69,1.5,34,0.7,14,0.3,37.1,(X),3302,69.9,1619,34.3,1683,35.6,3148,66.7,193,4.1,117,2.5,52,1.1,65,1.4,4553,96.4,3496,74.1,349,7.4,12,0.3,610,12.9,133,2.8,69,1.5,84,1.8,4,0.1,152,3.2,92,1.9,76,1.6,7,0.1,1,0.0,6,0.1,0,0.0,0,0.0,79,1.7,168,3.6,3615,76.6,386,8.2,37,0.8,705,14.9,21,0.4,149,3.2,4721,100.0,264,5.6,30,0.6,23,0.5,16,0.3,195,4.1,4457,94.4,3317,70.3,4721,100.0,4721,100.0,1498,31.7,1187,25.1,1660,35.2,1357,28.7,225,4.8,50,1.1,151,3.2,41,0.9,0,0.0,0,0.0,0,0.0,1498,100.0,1318,88.0,739,49.3,1187,79.2,663,44.3,89,5.9,56,3.7,180,12.0,122,8.1,5,0.3,766,51.1,93,6.2,3.15,(X),3.33,(X),1505,100.0,1498,99.5,7,0.5,0,0.0,0.1,(X),0.6,(X),1498,100.0,1325,88.5,173,11.5,3.11,(X),3.47,(X)
1400000US51059432700,51059432700,"Census Tract 4327, Fairfax County, Virginia",7717,100.0,3782,49.0,3935,51.0,549,7.1,636,8.2,630,8.2,559,7.2,357,4.6,997,12.9,1512,19.6,1374,17.8,431,5.6,289,3.7,277,3.6,91,1.2,15,0.2,35.8,(X),5522,71.6,2661,34.5,2861,37.1,5278,68.4,542,7.0,383,5.0,188,2.4,195,2.5,7301,94.6,5053,65.5,1000,13.0,21,0.3,1007,13.0,227,2.9,90,1.2,148,1.9,14,0.2,262,3.4,131,1.7,135,1.7,3,0.0,0,0.0,3,0.0,0,0.0,0,0.0,217,2.8,416,5.4,5387,69.8,1079,14.0,60,0.8,1207,15.6,16,0.2,407,5.3,7717,100.0,692,9.0,74,1.0,65,0.8,27,0.3,526,6.8,7025,91.0,4637,60.1,7717,100.0,7717,100.0,2583,33.5,1718,22.3,2633,34.1,2076,26.9,454,5.9,98,1.3,329,4.3,93,1.2,0,0.0,0,0.0,0,0.0,2583,100.0,2076,80.4,1137,44.0,1718,66.5,926,35.8,280,10.8,173,6.7,507,19.6,370,14.3,57,2.2,1193,46.2,306,11.8,2.99,(X),3.31,(X),2604,100.0,2583,99.2,21,0.8,1,0.0,0.3,(X),1.3,(X),2583,100.0,2064,79.9,519,20.1,2.96,(X),3.10,(X)
1400000US51059432800,51059432800,"Census Tract 4328, Fairfax County, Virginia",2182,100.0,1050,48.1,1132,51.9,209,9.6,212,9.7,146,6.7,121,5.5,101,4.6,386,17.7,428,19.6,347,15.9,113,5.2,37,1.7,57,2.6,18,0.8,7,0.3,32.8,(X),1534,70.3,734,33.6,800,36.7,1477,67.7,101,4.6,82,3.8,40,1.8,42,1.9,2050,94.0,1391,63.7,353,16.2,2,0.1,251,11.5,31,1.4,22,1.0,35,1.6,5,0.2,44,2.0,39,1.8,75,3.4,5,0.2,1,0.0,0,0.0,0,0.0,4,0.2,48,2.2,132,6.0,1498,68.7,396,18.1,25,1.1,311,14.3,5,0.2,89,4.1,2182,100.0,166,7.6,15,0.7,33,1.5,6,0.3,112,5.1,2016,92.4,1315,60.3,2182,100.0,2182,100.0,742,34.0,464,21.3,724,33.2,596,27.3,126,5.8,42,1.9,126,5.8,32,1.5,0,0.0,0,0.0,0,0.0,742,100.0,585,78.8,336,45.3,464,62.5,256,34.5,101,13.6,68,9.2,157,21.2,98,13.2,9,1.2,357,48.1,62,8.4,2.94,(X),3.25,(X),745,100.0,742,99.6,3,0.4,1,0.1,0.0,(X),0.0,(X),742,100.0,505,68.1,237,31.9,2.88,(X),3.08,(X)
1400000US51059440100,51059440100,"Census Tract 4401, Fairfax County, Virginia",7485,100.0,3598,48.1,3887,51.9,425,5.7,483,6.5,592,7.9,444,5.9,302,4.0,567,7.6,1097,14.7,1290,17.2,449,6.0,352,4.7,522,7.0,533,7.1,429,5.7,43.7,(X),5653,75.5,2625,35.1,3028,40.5,5499,73.5,1684,22.5,1484,19.8,596,8.0,888,11.9,7316,97.7,5897,78.8,147,2.0,31,0.4,1019,13.6,135,1.8,156,2.1,32,0.4,13,0.2,500,6.7,111,1.5,72,1.0,3,0.0,0,0.0,0,0.0,0,0.0,3,0.0,219,2.9,169,2.3,6040,80.7,176,2.4,51,0.7,1082,14.5,3,0.0,305,4.1,7485,100.0,511,6.8,62,0.8,22,0.3,18,0.2,409,5.5,6974,93.2,5632,75.2,7485,100.0,7104,94.9,2627,35.1,1699,22.7,2176,29.1,1743,23.3,289,3.9,71,0.9,313,4.2,59,0.8,381,5.1,381,5.1,0,0.0,2627,100.0,1938,73.8,944,35.9,1699,64.7,835,31.8,169,6.4,86,3.3,689,26.2,569,21.7,359,13.7,996,37.9,830,31.6,2.70,(X),3.15,(X),2723,100.0,2627,96.5,96,3.5,11,0.4,0.4,(X),7.4,(X),2627,100.0,1852,70.5,775,29.5,2.82,(X),2.44,(X)
1400000US51059440200,51059440200,"Census Tract 4402, Fairfax County, Virginia",7076,100.0,3566,50.4,3510,49.6,519,7.3,478,6.8,418,5.9,394,5.6,589,8.3,1572,22.2,1238,17.5,999,14.1,309,4.4,203,2.9,238,3.4,98,1.4,21,0.3,31.9,(X),5421,76.6,2736,38.7,2685,37.9,5197,73.4,462,6.5,357,5.0,166,2.3,191,2.7,6691,94.6,3916,55.3,598,8.5,24,0.3,1480,20.9,331,4.7,172,2.4,136,1.9,10,0.1,356,5.0,341,4.8,134,1.9,7,0.1,7,0.1,0,0.0,0,0.0,0,0.0,666,9.4,385,5.4,4219,59.6,658,9.3,69,1.0,1598,22.6,11,0.2,924,13.1,7076,100.0,1690,23.9,122,1.7,57,0.8,21,0.3,1490,21.1,5386,76.1,3081,43.5,7076,100.0,6949,98.2,2564,36.2,1250,17.7,1887,26.7,1495,21.1,576,8.1,110,1.6,672,9.5,134,1.9,127,1.8,0,0.0,127,1.8,2564,100.0,1635,63.8,874,34.1,1250,48.8,671,26.2,272,10.6,163,6.4,929,36.2,632,24.6,79,3.1,939,36.6,280,10.9,2.71,(X),3.27,(X),2631,100.0,2564,97.5,67,2.5,8,0.3,1.0,(X),2.5,(X),2564,100.0,1219,47.5,1345,52.5,2.66,(X),2.75,(X)
1400000US51059440300,51059440300,"Census Tract 4403, Fairfax County, Virginia",2691,100.0,1328,49.3,1363,50.7,154,5.7,194,7.2,226,8.4,144,5.4,69,2.6,230,8.5,418,15.5,492,18.3,201,7.5,174,6.5,246,9.1,132,4.9,11,0.4,43.5,(X),2019,75.0,975,36.2,1044,38.8,1955,72.6,481,17.9,389,14.5,191,7.1,198,7.4,2640,98.1,2364,87.8,59,2.2,3,0.1,191,7.1,27,1.0,34,1.3,11,0.4,2,0.1,34,1.3,71,2.6,12,0.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,23,0.9,51,1.9,2405,89.4,65,2.4,9,0.3,221,8.2,10,0.4,34,1.3,2691,100.0,103,3.8,6,0.2,12,0.4,19,0.7,66,2.5,2588,96.2,2287,85.0,2691,100.0,2686,99.8,926,34.4,731,27.2,814,30.2,625,23.2,125,4.6,40,1.5,90,3.3,18,0.7,5,0.2,0,0.0,5,0.2,926,100.0,796,86.0,340,36.7,731,78.9,316,34.1,49,5.3,19,2.1,130,14.0,93,10.0,53,5.7,362,39.1,267,28.8,2.90,(X),3.10,(X),940,100.0,926,98.5,14,1.5,2,0.2,0.5,(X),3.6,(X),926,100.0,873,94.3,53,5.7,2.87,(X),3.43,(X)
1400000US51059440500,51059440500,"Census Tract 4405, Fairfax County, Virginia",10128,100.0,5301,52.3,4827,47.7,325,3.2,421,4.2,604,6.0,1948,19.2,1575,15.6,876,8.6,1325,13.1,1401,13.8,525,5.2,421,4.2,490,4.8,184,1.8,33,0.3,27.0,(X),8328,82.2,4336,42.8,3992,39.4,6219,61.4,940,9.3,707,7.0,356,3.5,351,3.5,9877,97.5,7169,70.8,1200,11.8,13,0.1,1276,12.6,159,1.6,229,2.3,84,0.8,33,0.3,375,3.7,293,2.9,103,1.0,8,0.1,3,0.0,1,0.0,0,0.0,4,0.0,211,2.1,251,2.5,7365,72.7,1257,12.4,44,0.4,1410,13.9,25,0.2,299,3.0,10128,100.0,623,6.2,61,0.6,44,0.4,27,0.3,491,4.8,9505,93.8,6808,67.2,10128,100.0,6591,65.1,2201,21.7,1750,17.3,2132,21.1,1600,15.8,315,3.1,75,0.7,193,1.9,19,0.2,3537,34.9,1075,10.6,2462,24.3,2201,100.0,1949,88.6,888,40.3,1750,79.5,787,35.8,145,6.6,75,3.4,252,11.4,178,8.1,69,3.1,928,42.2,491,22.3,2.99,(X),3.15,(X),2226,100.0,2201,98.9,25,1.1,2,0.1,0.3,(X),0.0,(X),2201,100.0,2004,91.0,197,9.0,2.95,(X),3.49,(X)
1400000US51059440600,51059440600,"Census Tract 4406, Fairfax County, Virginia",2437,100.0,1243,51.0,1194,49.0,160,6.6,179,7.3,191,7.8,169,6.9,123,5.0,291,11.9,446,18.3,431,17.7,145,5.9,81,3.3,147,6.0,68,2.8,6,0.2,37.9,(X),1791,73.5,901,37.0,890,36.5,1717,70.5,257,10.5,221,9.1,101,4.1,120,4.9,2329,95.6,1825,74.9,87,3.6,19,0.8,305,12.5,38,1.6,56,2.3,29,1.2,7,0.3,88,3.6,45,1.8,42,1.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,93,3.8,108,4.4,1903,78.1,126,5.2,46,1.9,348,14.3,3,0.1,128,5.3,2437,100.0,226,9.3,67,2.7,6,0.2,5,0.2,148,6.1,2211,90.7,1702,69.8,2437,100.0,2437,100.0,835,34.3,533,21.9,779,32.0,564,23.1,174,7.1,70,2.9,116,4.8,22,0.9,0,0.0,0,0.0,0,0.0,835,100.0,639,76.5,308,36.9,533,63.8,265,31.7,73,8.7,31,3.7,196,23.5,154,18.4,49,5.9,349,41.8,171,20.5,2.92,(X),3.33,(X),848,100.0,835,98.5,13,1.5,1,0.1,0.9,(X),3.9,(X),835,100.0,761,91.1,74,8.9,2.92,(X),2.93,(X)
1400000US51059440700,51059440700,"Census Tract 4407, Fairfax County, Virginia",7994,100.0,3921,49.0,4073,51.0,434,5.4,572,7.2,686,8.6,517,6.5,215,2.7,525,6.6,1269,15.9,1561,19.5,616,7.7,540,6.8,738,9.2,287,3.6,34,0.4,43.6,(X),5916,74.0,2856,35.7,3060,38.3,5750,71.9,1376,17.2,1059,13.2,545,6.8,514,6.4,7861,98.3,6700,83.8,120,1.5,12,0.2,948,11.9,68,0.9,161,2.0,59,0.7,19,0.2,327,4.1,241,3.0,73,0.9,2,0.0,1,0.0,0,0.0,1,0.0,0,0.0,79,1.0,133,1.7,6820,85.3,139,1.7,34,0.4,1020,12.8,11,0.1,113,1.4,7994,100.0,293,3.7,33,0.4,23,0.3,46,0.6,191,2.4,7701,96.3,6483,81.1,7994,100.0,7994,100.0,2778,34.8,2252,28.2,2543,31.8,2013,25.2,267,3.3,56,0.7,154,1.9,31,0.4,0,0.0,0,0.0,0,0.0,2778,100.0,2433,87.6,1087,39.1,2252,81.1,1007,36.2,145,5.2,71,2.6,345,12.4,282,10.2,125,4.5,1124,40.5,724,26.1,2.88,(X),3.08,(X),2794,100.0,2778,99.4,16,0.6,5,0.2,0.2,(X),0.5,(X),2778,100.0,2593,93.3,185,6.7,2.83,(X),3.52,(X)
1400000US51059440800,51059440800,"Census Tract 4408, Fairfax County, Virginia",5576,100.0,2705,48.5,2871,51.5,329,5.9,394,7.1,411,7.4,326,5.8,104,1.9,403,7.2,915,16.4,925,16.6,406,7.3,350,6.3,641,11.5,305,5.5,67,1.2,44.0,(X),4200,75.3,2017,36.2,2183,39.1,4106,73.6,1220,21.9,1013,18.2,432,7.7,581,10.4,5451,97.8,4734,84.9,79,1.4,6,0.1,604,10.8,66,1.2,120,2.2,41,0.7,16,0.3,154,2.8,148,2.7,59,1.1,7,0.1,4,0.1,1,0.0,0,0.0,2,0.0,21,0.4,125,2.2,4848,86.9,98,1.8,18,0.3,674,12.1,12,0.2,55,1.0,5576,100.0,190,3.4,37,0.7,6,0.1,16,0.3,131,2.3,5386,96.6,4572,82.0,5576,100.0,5576,100.0,2038,36.5,1481,26.6,1660,29.8,1321,23.7,231,4.1,47,0.8,166,3.0,40,0.7,0,0.0,0,0.0,0,0.0,2038,100.0,1634,80.2,696,34.2,1481,72.7,647,31.7,112,5.5,32,1.6,404,19.8,340,16.7,229,11.2,736,36.1,721,35.4,2.74,(X),3.06,(X),2051,100.0,2038,99.4,13,0.6,2,0.1,0.3,(X),0.9,(X),2038,100.0,1816,89.1,222,10.9,2.79,(X),2.32,(X)
1400000US51059450100,51059450100,"Census Tract 4501, Fairfax County, Virginia",5020,100.0,2558,51.0,2462,49.0,336,6.7,224,4.5,188,3.7,194,3.9,385,7.7,1405,28.0,1014,20.2,638,12.7,208,4.1,120,2.4,172,3.4,118,2.4,18,0.4,33.0,(X),4163,82.9,2077,41.4,2086,41.6,4038,80.4,370,7.4,308,6.1,126,2.5,182,3.6,4832,96.3,3104,61.8,302,6.0,18,0.4,951,18.9,479,9.5,93,1.9,58,1.2,9,0.2,89,1.8,146,2.9,77,1.5,2,0.0,0,0.0,0,0.0,2,0.0,0,0.0,455,9.1,188,3.7,3257,64.9,326,6.5,29,0.6,1013,20.2,8,0.2,577,11.5,5020,100.0,972,19.4,61,1.2,29,0.6,12,0.2,870,17.3,4048,80.6,2688,53.5,5020,100.0,5020,100.0,2211,44.0,889,17.7,1020,20.3,781,15.6,366,7.3,64,1.3,534,10.6,135,2.7,0,0.0,0,0.0,0,0.0,2211,100.0,1118,50.6,487,22.0,889,40.2,395,17.9,151,6.8,65,2.9,1093,49.4,791,35.8,98,4.4,518,23.4,247,11.2,2.27,(X),3.03,(X),2255,100.0,2211,98.0,44,2.0,9,0.4,0.6,(X),1.6,(X),2211,100.0,1173,53.1,1038,46.9,2.38,(X),2.15,(X)
1400000US51059450200,51059450200,"Census Tract 4502, Fairfax County, Virginia",4596,100.0,2409,52.4,2187,47.6,381,8.3,345,7.5,278,6.0,340,7.4,418,9.1,966,21.0,748,16.3,491,10.7,178,3.9,127,2.8,194,4.2,114,2.5,16,0.3,30.5,(X),3389,73.7,1789,38.9,1600,34.8,3185,69.3,396,8.6,324,7.0,141,3.1,183,4.0,4333,94.3,2399,52.2,254,5.5,11,0.2,812,17.7,74,1.6,32,0.7,62,1.3,4,0.1,17,0.4,496,10.8,127,2.8,3,0.1,1,0.0,2,0.0,0,0.0,0,0.0,854,18.6,263,5.7,2604,56.7,295,6.4,47,1.0,879,19.1,5,0.1,1035,22.5,4596,100.0,1900,41.3,152,3.3,37,0.8,9,0.2,1702,37.0,2696,58.7,1509,32.8,4596,100.0,4596,100.0,1299,28.3,721,15.7,1399,30.4,1010,22.0,586,12.8,146,3.2,591,12.9,59,1.3,0,0.0,0,0.0,0,0.0,1299,100.0,1021,78.6,553,42.6,721,55.5,400,30.8,212,16.3,126,9.7,278,21.4,163,12.5,61,4.7,617,47.5,240,18.5,3.54,(X),3.65,(X),1317,100.0,1299,98.6,18,1.4,2,0.2,0.7,(X),0.5,(X),1299,100.0,685,52.7,614,47.3,3.01,(X),4.12,(X)
